Date,High,Low,Open,Close,Volume,Adj Close
2021-01-25,477.70001220703125,463.9800109863281,474.510009765625,473.44000244140625,2697400,473.44000244140625
2021-01-26,477.2200012207031,467.760009765625,473.7300109863281,476.2799987792969,2363100,476.2799987792969
2021-01-27,473.6700134277344,455.07000732421875,470.989990234375,460.0,3586400,460.0
2021-01-28,475.0199890136719,459.07000732421875,459.07000732421875,465.6700134277344,3000700,465.6700134277344
2021-01-29,465.0,455.1099853515625,462.1700134277344,458.7699890136719,3061100,458.7699890136719
2021-02-01,474.79998779296875,459.82000732421875,462.2799987792969,470.0,2554800,470.0
2021-02-02,487.3699951171875,472.54998779296875,473.6499938964844,484.92999267578125,3022000,484.92999267578125
2021-02-03,488.8500061035156,479.1700134277344,487.0899963378906,481.9200134277344,2146900,481.9200134277344
2021-02-04,489.8800048828125,481.9200134277344,484.2200012207031,489.3800048828125,2005100,489.3800048828125
2021-02-05,495.1000061035156,488.0,490.9200134277344,492.1199951171875,1675000,492.1199951171875
2021-02-08,497.8599853515625,489.2099914550781,494.260009765625,493.760009765625,1727000,493.760009765625
2021-02-09,497.95001220703125,492.010009765625,495.0,496.04998779296875,1571500,496.04998779296875
2021-02-10,499.989990234375,490.2699890136719,499.1700134277344,492.6700134277344,1764500,492.6700134277344
2021-02-11,497.0,491.0799865722656,494.5299987792969,496.6199951171875,1609800,496.6199951171875
2021-02-12,499.3599853515625,491.760009765625,495.1600036621094,498.8399963378906,1450600,498.8399963378906
2021-02-16,506.510009765625,497.6000061035156,500.0299987792969,501.6400146484375,1845900,501.6400146484375
2021-02-17,495.54998779296875,485.510009765625,495.4100036621094,491.2300109863281,2112000,491.2300109863281
2021-02-18,489.79998779296875,480.0,486.32000732421875,488.3699951171875,1803200,488.3699951171875
2021-02-19,488.6499938964844,476.1000061035156,487.1600036621094,479.1199951171875,2720700,479.1199951171875
2021-02-22,472.1000061035156,466.6600036621094,470.4800109863281,467.3299865722656,2510500,467.3299865722656
2021-02-23,471.44000244140625,450.1199951171875,461.0199890136719,467.79998779296875,4164300,467.79998779296875
2021-02-24,477.3500061035156,460.2900085449219,463.489990234375,476.6199951171875,3390600,476.6199951171875
2021-02-25,476.30999755859375,456.010009765625,471.239990234375,459.1600036621094,3252500,459.1600036621094
2021-02-26,467.32000732421875,456.010009765625,462.79998779296875,459.6700134277344,3154500,459.6700134277344
2021-03-01,470.5,462.6499938964844,465.67999267578125,469.57000732421875,2358600,469.57000732421875
2021-03-02,473.79998779296875,463.4599914550781,473.0299987792969,466.5899963378906,2211000,466.5899963378906
2021-03-03,464.67999267578125,448.0899963378906,463.2200012207031,448.45001220703125,2808100,448.45001220703125
2021-03-04,457.5299987792969,437.6300048828125,446.45001220703125,439.05999755859375,4486400,439.05999755859375
2021-03-05,444.95001220703125,423.7099914550781,444.8800048828125,440.8299865722656,4615000,440.8299865722656
2021-03-08,440.989990234375,420.7799987792969,439.760009765625,421.20001220703125,3885100,421.20001220703125
2021-03-09,442.75,436.0,437.8399963378906,439.17999267578125,3926400,439.17999267578125
2021-03-10,448.4599914550781,436.82000732421875,445.7300109863281,437.010009765625,2747300,437.010009765625
2021-03-11,454.07000732421875,447.30999755859375,448.1400146484375,451.05999755859375,2762200,451.05999755859375
2021-03-12,445.8900146484375,438.6000061035156,443.45001220703125,444.29998779296875,2183100,444.29998779296875
